kepid,pl_name,lit_duration,lit_depth_ppm,cat_duration,cat_depth_ppm,est_duration,est_duration_err,est_depth_ppm,est_depth_err
5461440,Kepler-581 b,5.719,696.4,5.63,666.2,5.339703,0.10629305,628.25354,17.579071
5551240,Kepler-1626 b,3.284,110.89999999999999,3.35,112.6,3.2845702,0.11041926,120.86119,7.8865986
5602588,Kepler-1211 b,4.531,545.7,4.24,541.5,4.322812,0.2314013,502.25183,18.038912
5688790,Kepler-1439 b,2.217,1056.0,2.077,1024.0,1.9277155,0.096898526,1081.8121,28.677702
5728139,Kepler-433 b,6.178,5106.1,6.33,4944.0,6.043172,0.16667977,4568.2773,108.949135
5770074,Kepler-1675 b,7.3269,658.6999999999999,7.322,684.6,7.2647967,0.16480061,606.76764,11.170238
5794570,Kepler-1312 c,1.3577,109.19999999999999,1.344,108.6,1.3019999,0.069013044,98.16915,1.9859233
5794570,Kepler-1312 b,2.2251,529.4,2.221,534.2,2.144653,0.050706957,509.9059,15.9203005
5906694,Kepler-1938 b,3.244,464.3,3.351,496.6,3.1651244,0.11333115,457.50574,9.333397
5942808,Kepler-1814 b,1.5043,1077.3,1.436,981.9,1.3496157,0.08809397,932.0363,24.263258
5942808,Kepler-1814 c,1.1812,433.1,1.164,426.0,1.0803375,0.051248748,383.19742,6.832694
5966322,Kepler-517 b,6.3262,744.4000000000001,6.336,746.8,6.2073,0.12463782,726.2359,13.5434265
6022556,Kepler-697 b,3.1,2020.3,2.92,1521.0,2.9428127,0.073568106,1925.098,51.7866
6026924,Kepler-1580 b,15.079,95.60000000000001,15.35,117.6,15.07418,0.5437634,105.749054,4.4366026
6124512,Kepler-1296 b,4.992,108.5,5.068,101.3,4.846275,0.25395617,92.05898,3.8206723
6205228,Kepler-996 b,2.0254,314.40000000000003,1.992,303.3,1.960875,0.07148593,304.91156,2.8105996
6289257,Kepler-520 b,3.5985,211.29999999999998,3.612,210.8,3.448331,0.12189716,211.42038,4.5105186
6289257,Kepler-520 c,3.3011,103.8,3.281,104.9,3.2861264,0.05765958,103.25614,1.3573513
