time,flux,flux_err
1350.2523114954088,9280.566,12.46423
1350.2537003853715,9298.044,12.467517
1350.2550892754505,9279.0205,12.463574
1350.256478165414,9250.226,12.454354
1350.2578670554929,9301.268,12.469133
1350.259255945455,9286.218,12.466355
1350.2606448354184,9282.42,12.459317
1350.2620337254982,9254.53,12.444854
1350.26342261546,9290.51,12.475333
1350.2648115054228,9265.498,12.45625
1350.2662003955027,9299.3545,12.465991
1350.2675892854652,9290.667,12.461161
1350.2689781754277,9281.078,12.456634
1350.270367065507,9268.014,12.4568205
1350.2717559554696,9298.777,12.469017
1350.273144845433,9295.982,12.469476
1350.2745337353963,9289.729,12.46632
1350.2759226253581,9277.381,12.460886
1350.2773115154375,9286.19,12.459826
1350.2787004054007,9282.441,12.459064
1350.280089295364,9260.657,12.457057
1350.281478185327,9258.363,12.455182
1350.2828670752888,9284.572,12.46369
1350.2842559653684,9301.115,12.472364
1350.2856448553318,9292.018,12.466253
1350.287033745294,9300.987,12.471407
1350.2884226352564,9288.76,12.471357
1350.2898115252199,9266.526,12.455158
1350.2912004151824,9294.04,12.465291
1350.2925893051454,9264.299,12.456399
1350.293978195108,9276.473,12.457376
1350.2953670850704,9317.742,12.475778
1350.2967559750339,9329.93,12.482819
1350.2981448649973,9286.265,12.459441
1350.2995337549594,9282.945,12.465628
1350.300922644922,9287.849,12.463809
1350.3023115348853,9280.009,12.462749
1350.3037004248488,9278.641,12.4589815
1350.3050893148113,9313.304,12.472807
1350.3064782047734,9315.777,12.480696
1350.3078670947368,9288.923,12.462509
1350.3092559847,9276.599,12.461364
1350.3106448746619,9265.063,12.456891
1350.3120337646246,9278.067,12.460028
1350.3134226545878,9273.503,12.45738
1350.3148115444344,9287.735,12.457482
1350.316200434397,9291.745,12.462331
1350.3175893243595,9295.232,12.470086
1350.3189782143224,9286.367,12.471416
1350.3203671042857,9289.788,12.4642315
1350.3217559942489,9296.888,12.469993
1350.3231448840945,9286.093,12.45952
1350.324533774057,9297.969,12.466109
1350.3259226640205,9285.778,12.472616
1350.327311553984,9278.159,12.461438
1350.3287004438303,9277.671,12.467668
1350.330089333792,9279.8125,12.468827
1350.3314782237555,9290.211,12.457971
1350.3328671136026,9270.554,12.454443
1350.3342560035646,9299.155,12.463261
1350.3356448935272,9286.628,12.46592
1350.3370337833742,9320.639,12.476223
1350.3384226733367,9288.035,12.463167
1350.3398115632995,9279.638,12.460156
1350.3412004531458,9251.727,12.442213
1350.3425893431083,9277.444,12.467738
1350.3439782329554,9295.558,12.466416
1350.3453671229188,9260.916,12.443091
1350.3467560127642,9280.359,12.453475
1350.348144902727,9260.794,12.4502945
1350.349533792574,9283.339,12.453741
1350.3509226825372,9292.997,12.4622
1350.3523115723835,9267.143,12.46003
1350.3537004623454,9286.188,12.461464
1350.3550893521922,9292.253,12.459101
1350.3564782421556,9282.751,12.461065
1350.3578671320013,9275.383,12.4574795
1350.3592560219638,9279.099,12.454886
1350.3620338017736,9280.842,12.454679
1350.36342269162,9288.028,12.452231
1350.364811581466,9287.262,12.463952
1350.3662004714288,9296.467,12.46976
1350.3675893612756,9275.462,12.450472
1350.3689782511226,9282.941,12.457195
1350.3703671410847,9277.202,12.45635
1350.3717560309308,9267.896,12.446476
1350.3731449207778,9297.581,12.460443
1350.3745338106248,9278.467,12.451201
1350.3759227005874,9263.142,12.455101
1350.377311590433,9293.035,12.477134
1350.37870048028,9271.504,12.445302
1350.380089370127,9301.964,12.467235
1350.381478260089,9275.783,12.465908
1350.3828671499352,9300.765,12.46945
1350.384256039782,9293.471,12.460735
1350.3856449296284,9286.19,12.471133
1350.3870338194745,9280.419,12.45943
1350.3884227093208,9292.04,12.46495
1350.3898115992836,9259.067,12.460999
1350.3912004891306,9286.441,12.45589
1350.3925893789774,9288.274,12.458385
1350.3939782688228,9275.677,12.45529
1350.3953671586692,9291.047,12.470742
1350.396756048516,9275.424,12.450202
1350.398144938363,9270.21,12.453695
1350.3995338282093,9273.338,12.457369
1350.4009227180547,9293.366,12.460075
1350.4023116079018,9290.558,12.463215
1350.4037004977488,9269.228,12.4562235
1350.4050893875944,9277.559,12.455322
1350.4064782774406,9287.89,12.464725
1350.4078671672876,9271.377,12.449921
1350.4092560571337,9282.959,12.460485
1350.41064494698,9284.028,12.460802
1350.4120338368264,9286.168,12.466064
1350.4134227266725,9289.407,12.467696
1350.4148116165195,9258.399,12.447376
1350.41620050625,9272.389,12.45873
1350.4175893960958,9277.023,12.453694
1350.4189782859419,9281.6455,12.448314
1350.420367175789,9249.973,12.444427
1350.421756065636,9301.518,12.463463
1350.423144955482,9268.945,12.459145
1350.4245338452113,9272.777,12.456465
1350.425922735058,9297.822,12.461699
1350.4273116249049,9274.886,12.462774
1350.4287005147505,9294.267,12.455016
1350.4300894044804,9280.938,12.458061
1350.4314782943272,9279.96,12.455372
1350.4328671841738,9296.239,12.474981
1350.4342560739035,9277.266,12.459497
1350.4356449637496,9277.92,12.456999
1350.437033853596,9280.645,12.461097
1350.4384227433263,9283.768,12.460894
1350.4398116331733,9292.653,12.4585705
1350.441200523019,9278.539,12.466174
1350.4425894127487,9283.436,12.455056
1350.4439783025957,9275.457,12.45056
1350.4453671923263,9324.699,12.472319
1350.4467560821724,9290.884,12.461002
1350.448144972018,9290.239,12.462894
1350.4495338617487,9302.012,12.460987
1350.4509227515957,9275.274,12.451025
1350.4523116413247,9256.833,12.446772
1350.453700531171,9306.555,12.469119
1350.4550894209017,9272.945,12.446652
1350.4564783107478,9280.686,12.459472
1350.4578672004775,9297.42,12.4616375
1350.459256090324,9302.28,12.470793
1350.4606449800538,9281.356,12.454451
1350.4620338697844,9299.852,12.46991
1350.4634227596314,9282.761,12.468329
1350.4648116493604,9273.9375,12.45821
1350.4662005392067,9269.787,12.451486
1350.4675894289371,9292.016,12.470185
1350.4689783186675,9283.428,12.455377
1350.470367208514,9271.512,12.454219
1350.471756098243,9289.203,12.45929
1350.4731449879735,9271.29,12.446019
1350.474533877704,9263.058,12.459141
1350.4759227675497,9263.287,12.450313
1350.4773116572794,9249.099,12.443565
1350.47870054701,9229.918,12.432439
1350.4800894367397,9219.862,12.42695
1350.4814783265863,9233.418,12.433905
1350.482867216316,9224.837,12.439381
1350.4842561060457,9224.611,12.433557
1350.4856449957763,9217.163,12.430373
1350.487033885507,9219.413,12.423503
1350.4884227753525,9234.154,12.437858
1350.4898116650822,9225.512,12.427676
1350.4912005548128,9227.688,12.431506
1350.4925894445435,9227.474,12.43043
1350.4939783342732,9236.042,12.437547
1350.4953672240024,9219.959,12.431622
1350.496756113733,9234.56,12.438642
1350.4981450034634,9240.203,12.43912
1350.4995338931924,9224.047,12.420772
1350.5009227829225,9223.455,12.416314
1350.502311672653,9245.1455,12.433768
1350.5037005623828,9213.599,12.416605
1350.5050894521125,9217.394,12.427839
1350.5064783418422,9240.616,12.438329
1350.5078672315724,9227.234,12.430939
1350.5092561213028,9236.709,12.4332695
1350.5106450110331,9224.517,12.4267
1350.5120339007624,9211.028,12.430538
1350.5134227904923,9209.013,12.423713
1350.5148116802227,9219.627,12.427291
1350.5162005699533,9214.422,12.42421
1350.5175894596832,9240.598,12.433469
1350.5189783492958,9206.692,12.429314
1350.5203672390264,9234.899,12.436832
1350.521756128757,9241.127,12.438801
1350.5231450184863,9225.643,12.431036
1350.524533908216,9212.259,12.426406
1350.5259227978302,9229.804,12.43076
1350.5273116875599,9215.874,12.414257
1350.5287005772898,9233.606,12.431188
1350.5300894670197,9222.601,12.421161
1350.531478356633,9200.738,12.42532
1350.5328672463636,9209.386,12.415436
1350.5356450257068,9216.153,12.437838
1350.5370339154367,9207.899,12.421458
1350.5398116947813,9212.369,12.420059
1350.5412005845112,9210.711,12.429152
1350.5425894742405,9213.665,12.431077
1350.5439783638544,9222.881,12.426844
1350.5453672535848,9210.269,12.42319
1350.5467561431976,9221.192,12.429529
1350.5481450329273,9220.884,12.424121
1350.5495339225415,9232.986,12.440541
1350.5509228122714,9216.395,12.423538
1350.5523117018854,9232.743,12.430494
1350.5537005916156,9231.491,12.422242
1350.5550894812282,9213.151,12.42044
1350.5564783709585,9221.225,12.42062
1350.5578672605727,9221.548,12.426521
1350.559256150302,9220.541,12.422038
1350.5606450399152,9221.001,12.423139
1350.5620339296458,9231.373,12.444869
1350.5634228192591,9227.367,12.417051
1350.5648117088729,9208.149,12.417417
1350.5662005986026,9224.926,12.423735
1350.5675894882168,9211.621,12.415406
1350.568978377831,9208.56,12.424486
1350.57036726756,9200.969,12.417302
1350.5717561571735,9211.337,12.417355
1350.5731450467877,9223.884,12.419988
1350.5745339365174,9212.548,12.4165535
1350.5759228261315,9224.147,12.427469
1350.5773117157448,9207.817,12.428484
1350.5787006053577,9233.149,12.430546
1350.5800894950883,9223.364,12.423058
1350.5814783847022,9250.236,12.435369
1350.5828672743148,9212.218,12.414417
1350.5842561639286,9233.824,12.4293995
1350.5856450535425,9233.669,12.439306
1350.587033943156,9209.55,12.422881
1350.5884228328857,9226.845,12.4296875
1350.5912006121132,9229.925,12.43365
1350.5925895017274,9236.941,12.430137
1350.5939783913402,9235.553,12.438358
1350.5953672809535,9224.782,12.428723
1350.5967561705677,9215.79,12.41562
1350.598145060181,9219.697,12.4281435
1350.5995339497952,9221.297,12.42811
1350.6009228394087,9253.753,12.438139
1350.6023117290213,9248.045,12.442476
1350.6037006186355,9269.379,12.442749
1350.6050895082496,9243.381,12.430681
1350.6064783978625,9260.662,12.444869
1350.6078672874758,9265.301,12.455712
1350.60925617709,9281.079,12.453838
1350.6106450667032,9280.799,12.449209
1350.6120339563167,9275.477,12.452367
1350.6134228459302,9268.989,12.45089
1350.6148117355444,9269.911,12.456569
1350.616200625042,9281.845,12.454186
1350.6175895146546,9298.704,12.465824
1350.618978404268,9286.476,12.463146
1350.620367293882,9287.099,12.459663
1350.6217561834958,9268.935,12.446611
1350.6231450729933,9256.555,12.444754
1350.6245339626068,9286.744,12.451045
1350.6259228522197,9289.387,12.460299
1350.6273117418336,9283.542,12.450471
1350.6287006313312,9277.668,12.455052
1350.630089520944,9281.247,12.457075
1350.6314784105573,9296.4795,12.457113
1350.6328673001715,9263.4795,12.452009
1350.6342561896686,9294.718,12.455306
1350.635645079282,9276.132,12.457938
1350.637033968779,9286.672,12.450392
1350.6384228583931,9301.34,12.469163
1350.6398117480073,9297.12,12.466316
1350.6412006375042,9310.979,12.458938
1350.6425895271177,9285.205,12.454412
1350.6439784166148,9281.285,12.449977
1350.645367306228,9276.719,12.454952
1350.6467561958423,9278.969,12.456639
1350.6481450853391,9290.561,12.45713
1350.649533974952,9270.252,12.44922
1350.6509228644497,9278.699,12.450275
1350.652311754064,9284.754,12.456741
1350.6537006435601,9304.3,12.468833
1350.6550895330572,9259.436,12.4454155
1350.6564784226714,9284.929,12.454372
1350.6578673121683,9277.888,12.4458065
1350.6592562017815,9300.548,12.471568
1350.6606450912786,9263.648,12.448528
1350.6620339807762,9274.83,12.450386
1350.6634228703904,9269.208,12.446464
1350.6648117598875,9295.08,12.459032
1350.6662006493846,9288.475,12.455753
1350.6675895389978,9297.735,12.465639
1350.668978428495,9271.579,12.44828
1350.6703673179925,9302.258,12.460948
1350.671756207606,9286.642,12.455769
1350.6731450971022,9278.019,12.458241
1350.6745339866,9278.3955,12.447621
1350.6759228760977,9284.663,12.454034
1350.6773117657106,9268.041,12.442645
1350.6787006552074,9290.762,12.459195
1350.6800895447052,9277.642,12.445425
1350.681478434202,9284.975,12.449768
1350.6828673236994,9289.323,12.448098
1350.6842562133127,9289.122,12.459296
1350.6856451028104,9305.999,12.467386
1350.687033992308,9282.541,12.456094
1350.688422881805,9287.797,12.453917
1350.689811771302,9299.464,12.450853
1350.691200660799,9295.711,12.46353
1350.6925895502961,9271.334,12.44795
1350.693978439794,9270.996,12.451619
1350.6953673292908,9278.557,12.461813
1350.6967562187872,9298.789,12.462932
1350.698145108285,9303.598,12.463091
1350.6995339977825,9271.639,12.448521
1350.7009228872787,9285.611,12.453975
1350.7023117767758,9283.3,12.455273
1350.7037006662733,9292.1045,12.459883
1350.7050895557707,9290.412,12.4603815
1350.7064784452682,9268.845,12.452438
1350.7078673347653,9290.632,12.456722
1350.7092562242622,9287.633,12.457582
1350.7106451136435,9293.12,12.457964
1350.7120340031404,9291.885,12.450075
1350.7134228926375,9265.573,12.444998
1350.7148117821346,9274.107,12.4505825
1350.7162006716314,9301.454,12.463656
1350.7175895611292,9296.139,12.459531
1350.7189784505097,9298.844,12.468457
1350.720367340006,9301.628,12.4645195
1350.7217562295039,9266.768,12.447313
1350.7231451190016,9269.031,12.455295
1350.7245340083814,9280.847,12.454706
1350.7259228978785,9276.809,12.458114
1350.7273117873763,9284.698,12.452004
1350.7287006767567,9261.357,12.442084
1350.7300895662545,9291.199,12.4617605
1350.7314784557514,9303.595,12.462029
1350.732867345132,9280.32,12.450164
1350.7342562346296,9281.293,12.455943
1350.735645124127,9286.724,12.452058
1350.7370340135074,9272.234,12.445957
1350.7384229030042,9269.121,12.442569
1350.7398117923851,9262.941,12.441883
1350.7412006818827,9296.516,12.465061
1350.7425895712634,9300.305,12.457416
1350.7439784607595,9276.611,12.450579
1350.7453673501407,9273.126,12.440993
1350.7467562396384,9288.806,12.454491
1350.7481451290184,9301.673,12.458512
1350.7495340185153,9275.175,12.448261
1350.7509229078967,9279.075,12.452166
1350.7523117973938,9258.873,12.438775
1350.753700686775,9270.1045,12.445147
1350.7550895761556,9286.063,12.450282
1350.7564784656527,9279.413,12.452653
1350.757867355034,9273.722,12.437766
1350.759256244531,9300.343,12.464485
1350.7606451339113,9288.989,12.44803
1350.7620340232922,9293.609,12.465055
1350.7634229126727,9297.854,12.468042
1350.7648118021705,9257.716,12.446377
1350.766200691551,9261.552,12.453436
1350.767589580931,9285.571,12.456213
1350.7689784704287,9304.521,12.4651375
1350.7703673598098,9307.428,12.467339
1350.7717562491905,9257.401,12.442791
1350.773145138571,9264.561,12.446368
1350.7745340279516,9291.466,12.454331
1350.7759229174487,9306.581,12.45673
1350.77731180683,9284.845,12.45279
1350.7787006962105,9292.2295,12.452089
1350.780089585591,9297.139,12.457456
1350.7814784749723,9299.203,12.4626045
1350.782867364353,9297.879,12.472438
1350.7842562537337,9284.125,12.457288
1350.7856451431142,9271.692,12.447409
1350.7870340324946,9282.629,12.454104
1350.788422921876,9293.788,12.459795
1350.7898118112566,9278.09,12.452282
1350.7912007006364,9283.384,12.45391
1350.7925895900178,9263.916,12.445286
1350.7939784793991,9291.75,12.452013
1350.7953673687796,9295.998,12.46339
1350.7967562581603,9275.337,12.445762
1350.798145147541,9287.416,12.45338
1350.7995340369214,9286.032,12.4499855
1350.8009229263027,9279.355,12.451334
1350.8023118156832,9278.96,12.454232
1350.803700705064,9278.401,12.451034
1350.8050895944452,9294.076,12.453283
1350.806478483826,9286.056,12.461249
1350.80786737309,9290.574,12.459958
1350.8092562624706,9285.942,12.456753
1350.8106451518513,9293.354,12.459761
1350.8120340412324,9272.774,12.45178
1350.8134229306136,9305.827,12.462851
1350.8148118198771,9283.154,12.459761
1350.8162007092578,9278.058,12.453697
1350.817589598639,9268.179,12.457078
1350.8189784879035,9286.812,12.4563055
1350.820367377284,9271.4375,12.454383
1350.8217562666644,9293.138,12.464142
1350.8231451559286,9274.475,12.447783
1350.8245340453097,9292.381,12.471
1350.8259229346907,9285.184,12.455028
1350.8273118239547,9274.322,12.444834
1350.828700713336,9281.879,12.451776
1350.8300896027165,9268.935,12.456475
1350.8314784919808,9293.536,12.461623
1350.8328673813614,9281.873,12.453137
1350.8342562706255,9278.653,12.46664
1350.8356451600068,9288.451,12.455833
1350.8370340492718,9303.496,12.472376
1350.8384229386515,9294.136,12.457787
1350.8398118279158,9281.414,12.461294
1350.8412007172972,9293.102,12.452966
1350.8425896065612,9270.688,12.453137
1350.8439784959417,9268.802,12.448449
1350.8453673852061,9298.238,12.457098
1350.8467562744702,9268.642,12.443739
1350.8481451638515,9276.394,12.449181
1350.8495340531156,9278.676,12.451132
1350.8509229423798,9268.986,12.451317
1350.852311831761,9281.701,12.453286
1350.8537007210252,9287.682,12.45633
1350.85508961029,9288.8545,12.45121
1350.8564784996709,9268.838,12.444854
1350.8578673889342,9302.161,12.4662485
1350.859256278199,9279.395,12.452421
1350.8606451675803,9273.013,12.455056
1350.8620340568439,9258.653,12.440221
1350.863422946108,9279.414,12.447947
1350.8648118353728,9280.883,12.454311
1350.866200724637,9286.626,12.459727
1350.8675896140178,9258.838,12.4363785
1350.8689785032818,9253.655,12.443687
1350.8703673925459,9282.948,12.448589
1350.8717562818108,9279.169,12.44996
1350.873145171075,9264.109,12.449905
1350.8745340603384,9293.284,12.452604
1350.8759229496034,9283.357,12.462983
1350.8773118388683,9280.851,12.4502535
1350.8787007281333,9302.994,12.458114
1350.8800896173973,9280.718,12.45708
1350.8814785066609,9311.975,12.469302
1350.8828673959258,9275.497,12.450536
1350.8842562851905,9277.17,12.446579
1350.8856451744539,9267.504,12.443849
1350.8870340637184,9272.558,12.450816
1350.888422952983,9288.47,12.465813
1350.8898118422474,9262.827,12.442839
1350.8912007315114,9280.326,12.452705
1350.8925896207757,9275.724,12.451013
1350.89397851004,9291.472,12.4559355
1350.8953673993046,9299.6455,12.467235
1350.8967562885693,9273.652,12.447569
1350.898145177833,9285.889,12.460882
1350.8995340669808,9292.469,12.460076
1350.9009229562455,9282.84,12.460344
1350.9023118455104,9281.232,12.447969
1350.9037007347747,9286.887,12.459334
